jobTitle,jobSkills,employer,city,state,geoCode
Hadoop Developer,Agile|SDLC|NoSQL|Shell scripting|Apache Hadoop|Python|Programming|Unix,Big Data Services,San Jose,CA,"37.3382082,-121.8863286"
Ruby Developer,SQL|Objective-C|Java|Git|Analytical skill|Jenkins|OOP|Automotive|Architecture|SOAP|iOS|Ruby|Scrum,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
PeopleSoft Developer,Supply chain management|Programming|Development management,Simon Hughes Llc,Chicago,IL,"41.8781136,-87.6297982"
.Net Developer,Apache Hadoop|.NET|ASP.NET|Configuration management database|ASP,Large Search Giant Llc.,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,SDLC|QA|Consulting,Acme Inc,New York,NY,"40.7127837,-74.0059413"
Java Developer,SQL|PL/SQL|Agile|IBM WebSphere|Java|Microsoft Windows|Architecture|Linux|JavaScript|HTTP|CSS,Simon Hughes Llc,Austin,TX,"30.267153,-97.7430608"
Java Developer,HTTP|Unix|C++|Java|Modeling|Algorithms|Agile|Research|Linux administration,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
.Net Developer,.NET|HTML|JavaScript|ASP|QA|SQL|jQuery|Agile,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
iOS Developer,QA|Networking|UX|Animation,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,IBM|Business requirements|AngularJS|Microsoft Office|Programming|Analytical skill,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
UX Developer,IBM Rational ClearCase|Programming|OOP|Metrics|Microsoft Windows|Unix|Network|GUI|Java|Ruby,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Oracle Developer,QA|CRM|Oracle|OWL,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
System Integrator,VMware|Git|HTTP|Cisco,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,JavaScript|Python|Revision control|Ajax|UX|Supervision|PHP|Web browsers,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Information Technology,Architecture|Microsoft Windows|Hardware|Help desk|Business requirements|ANSI|JSP|Java,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Web Developer,Information architecture|IT|Mobile development|MySQL|HTML,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Sitecore Developer,Xamarin|UI|Sitecore|CDN|Akamai,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
Lead .Net Developer,CRM|Microsoft SSIS|jQuery,Python code ninjas,New York,NY,"40.7127837,-74.0059413"
Business Intelligence Developer,Business intelligence|Data warehouse|Reporting,Acme Inc,New York,NY,"40.7127837,-74.0059413"
Salesforce Developer,HTML5|JavaScript|jQuery|RESTful|Framework|Salesforce.com administration|Apex,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Frontend Developer,CSS|Microsoft Visual Studio|UX|JavaScript|.NET|UI|Adobe Photoshop,Acme Inc,New York,NY,"40.7127837,-74.0059413"
Web Developer,HTML|C#|AngularJS|UI|XML|RSS,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Application Developer,Microsoft SQL Server|ASP.NET|WCF,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,AngularJS|ASP.NET MVC|CSS|Web API|Microsoft IIS|jQuery,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Application Developer,CSS|CRM|C#|Software development|JavaScript|ASP.NET|QA,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
.Net Developer,OOP|.NET|C#|Microsoft IIS|HTML|JavaScript|jQuery|OOP|Ajax|Microsoft Visual Studio|ASP|LINQ,Simon Hughes Llc,Chicago,IL,"41.8781136,-87.6297982"
Java Web Developer,Java|HTML|CSS,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
Web Developer,HTML|Electronic commerce|Magento|Magento|Web development,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Information Technology,.NET|Microsoft SSRS|Microsoft SQL Server|Shipping|Microsoft SharePoint|C#|C,Big Data Services,New York,NY,"40.7127837,-74.0059413"
Application Developer,ASP|JavaScript|Microsoft Visual Studio|PL/SQL|.NET,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
Web Developer,SOAP|HTML|CSS,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Apache Struts|SOAP|Java,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,Enterprise JavaBeans|QA|Hardware|Lifecycle management|JavaScript|PL/SQL|XML|SQL,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,Disaster recovery|UPS|Linux administration|Java|SQL|JavaScript|Business requirements,Python code ninjas,Des Moines,IA,"41.6005448,-93.6091064"
Application Developer,QA|Business requirements|SOAP|Architecture|SQL|UPS|Lifecycle management|Microsoft IIS|WSDL,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
Application Developer,Java|Business requirements|Programming|Lifecycle management|Hardware|J2EE|Enterprise JavaBeans,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
Application Developer,Data architecture|Java|Hardware|Architecture|OOP|Microsoft Project|Microsoft Excel|Business requirements,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
.Net Developer,IOT|.NET|Web applications|Agile|Agile|C#|.NET|Web development,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
Application Developer,C#|QA|Microsoft Windows|Hardware|GUI|Architecture,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,J2EE|QA|Business requirements|JavaScript|PL/SQL|Disaster recovery|Programming|Java|Microsoft PowerPoint|Hardware,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
Application Developer,Data architecture|Programming|Hardware|Disaster recovery|Linux administration,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Application Developer,.NET|Microsoft PowerPoint|Java|QA|Programming|ASP.NET|Microsoft Excel|ASP,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Java Developer,Web services|Hibernate|J2EE|Java|MVC|Eclipse|SOAP|OOP|Java|JSP,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
PHP Developer,PHP|QA|WSDL|Algorithms|Python,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Agile|Java|Web browsers|Git|Programming|CSS|Database|PL/SQL|HTML|QA,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
Application Developer,Programming|Hardware|C#|Lifecycle management,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Python Developer,QA|JavaScript|Ruby|API,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Application Developer,Disaster recovery|Programming|UPS|Architecture|Microsoft SQL Server|Perl|Data architecture|Hardware|SQL|Scripting,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Java Developer,Research|SDLC|Disaster recovery|Java|SQL|IBM WebSphere|Sales|IBM DB2|Application server|Architecture|QA|UPS|Microsoft SQL Server|API,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,OOP|J2EE|Multithreading|Agile|SOAP|Analytical skill|jQuery|MySQL|Modeling,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,Business analysis|SQL|JavaScript|Project management|jQuery,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
AWS Engineer,Linux|Python|Agile|Scrum|Microsoft Windows|HTTP,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Lead Application Developer,Disaster recovery|Hardware|Microsoft SQL Server|SQL|Microsoft Office|JavaScript,Big Data Services,New York,NY,"40.7127837,-74.0059413"
AWS Engineer,Agile|Algorithms|Linux|Java|Architecture|Security,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
AWS Engineer,Microsoft Windows|Programming|HTTP|Algorithms|Analytical skill|Agile,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,HTML|Java|SQL|Programming|Supervision|GUI|C#,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Java Developer,SDLC|Database|SOAP|QA|Web browsers|Data modeling|Agile|PL/SQL,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,Agile|CSS|Software engineering|Architecture|HTML|Modeling,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,JavaScript|Java|Linux administration|SQL|XML|J2EE,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
SQL Server BI Developer,Business intelligence|Microsoft SQL Server|Transact-SQL,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Business Intelligence Developer,Business intelligence|Microsoft SSIS|Transact-SQL|Microsoft SSAS|Microsoft SSRS|SQL|Microsoft SSIS|Business intelligence,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
Oracle Developer,Oracle|Perl|Analytical skill|Scripting|SQL|Development management|Data modeling|Database,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
Mobile Developer,Mobile applications|Software|Mobile development|iOS|Google Maps|Storage,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Java Developer,OOD|Swing|RDBMS|UI,Simon Hughes Llc,Chicago,IL,"41.8781136,-87.6297982"
Business Intelligence Developer,Database|SQL|Development management|QA,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
Frontend Developer,OOP|Java|QA|XML|HTML|Software engineering|Security,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
Application Developer,ASP|PL/SQL|Programming|.NET|DCOM|Microsoft Office|VBA|ASP.NET|SQL|DAO,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Android Developer,Microsoft Windows|Git|iOS|Revision control|Android,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Mobile Developer,Lifecycle management|Git|Programming|Scrum|API|Android|Analytical skill,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,CSS|HTML|API|.NET,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
ATG Developer,QA|Database|Java|Defect tracking|JavaScript|IDE|Knowledge management|SQL|Visual Basic|ASP.NET,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,UPS|Consulting|Adobe|PL/I,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
Application Developer,.NET|Stored procedures|.NET|SQL,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
Web Developer,CSS|Web development|Project management|jQuery|PHP,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
Application Developer,Programming|UPS|C#,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
Cognos Developer,IBM Cognos|Data warehouse|Business intelligence,Large Search Giant Llc.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,Web browsers|Web development|Ajax|Security|jQuery|Java,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
Java Developer,Apache Maven|XML|Software development|Software development|SQL|Spring|Jenkins,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,QA|Microsoft Outlook|HTTP|Database design|SQL|QA|Programming|Microsoft Excel|Web development|XML|jQuery,Simon Hughes Llc,Chicago,IL,"41.8781136,-87.6297982"
PHP Developer,Agile|MySQL|XML|Perl|Java,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
Oracle Developer,PL/SQL|Java|Unix|SQL,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Angular JS Developer,Microsoft SQL Server|Microsoft IIS|Software engineering|Database design|CSS|QA|Network|Agile|Java|ASP.NET|.NET|JavaScript|Consulting,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Lead Developer,SOAP|Automotive|SQL|Content management|PL/SQL|Security|Programming|CRM|Business requirements|Scrum|Project management|API|Modeling|NoSQL|ASP.NET|ASP,Python code ninjas,Chicago,IL,"41.8781136,-87.6297982"
SharePoint Developer,HTTP|Programming|Programming|ASP|Business intelligence|CSS|HTML|Knowledge management|Microsoft Windows|SDLC|ASP.NET|.NET,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Java Developer,QA|Security QA|Perl|Programming|Database design,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
Mobile Developer,RESTful|Objective-C|iOS|Mobile|Xcode|UIKit,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Java Developer,Database design|Perl|Security QA|Linux administration|Electronic commerce,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
SharePoint Developer,Microsoft Outlook|XML|Telecommunications|QA|ASP.NET|HTTP|Security|Architecture|Business intelligence|Programming|QA|Lifecycle management,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
SharePoint Developer,Microsoft SQL Server|SDLC|Business requirements|.NET|Microsoft Windows|Security|ASP.NET|HTML|HTTP|ASP|Lifecycle management|Knowledge management,Big Data Services,San Jose,CA,"37.3382082,-121.8863286"
SharePoint Developer,HTML|CSS|Architecture|QA|Microsoft Outlook|Business requirements|Telecommunications|Programming|Programming|HTTP|Microsoft Windows|Microsoft SQL Server,Acme Inc,Austin,TX,"30.267153,-97.7430608"
SharePoint Developer,ASP|HTTP|Programming|Microsoft Outlook|Content management|.NET|XML|ASP.NET|Security|Programming|Architecture|HTML,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
SharePoint Developer,.NET|ASP.NET|Microsoft Outlook|Lifecycle management|SDLC|Microsoft SQL Server|QA|Programming|Telecommunications|Business requirements|ASP|HTTP,Python code ninjas,New York,NY,"40.7127837,-74.0059413"
SharePoint Developer,XML|SDLC|SQL|Microsoft Windows|Content management|CSS|Programming|QA|Programming|Telecommunications|Business intelligence|Microsoft Outlook,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
Lead Developer,SQL|Agile|.NET|Java|Security|Microsoft SQL Server,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Java Developer,JavaScript|Engineering|Spring,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
Business Intelligence Developer,Implementation|Data structure|Epic|Data warehouse|EPIC|Programming|EPIC,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
Java Developer,jQuery|SQL|SOAP|Agile|C++|Ajax|Git|Scrum,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Java Developer,Security QA|Perl|Database design|JSP,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
.Net Developer,JavaScript|Security|Database design|Microsoft Windows|Project management|HTTP|CGI|Ajax|Linux administration|ASP,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,Recovery|Oracle|IBM DB2|SQL|Data analysis|JavaScript|Scrum|Programming|Security|Business requirements,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Mobile Developer,Agile|Android|Microsoft Exchange|Java,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Database Developer,J2EE|OLTP|Specification|Database design|Change management|Modeling|PL/SQL|Unix,Large Search Giant Llc.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,Business requirements|JavaScript|jQuery|UX|HTTP|Web development|JSP|Linux,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,NoSQL|jQuery|PL/SQL|CSS|Ajax|Architecture|SOAP|Business requirements|Modeling|Database design|UML|CRM|XML|Scheduling|ASP.NET|Microsoft SQL Server,Acme Inc,New York,NY,"40.7127837,-74.0059413"
Integration Developer,IBM DB2|Oracle|Configuration management database|.NET|Informatica|Agile|Modeling|JSP|Shell scripting,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
.Net Developer,Transact-SQL|Transact-SQL|Stored procedures|Microsoft SSIS|Stored procedures|.NET|.NET,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,QA|Perl|Linux administration|QA|Unix,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
Java Developer,Linux administration|Programming|JSP|Database design|Java,Big Data Services,New York,NY,"40.7127837,-74.0059413"
SharePoint Developer,Business requirements|SDLC|Lifecycle management|Knowledge management|Architecture|.NET|HTTP|ASP.NET|HTML|Programming|Telecommunications|QA,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Database Developer,IDE|Architecture|Java|API|Business requirements|JavaScript|Consulting|SOAP|Sales,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
SharePoint Developer,Microsoft Outlook|ASP.NET|Lifecycle management|Business intelligence|Content management|Architecture|Business requirements|.NET|Microsoft Windows|ASP|QA|Programming,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,Computer-aided software engineering|jQuery|QA|Architecture|Revision control|CTO|Technical writing,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Programming|Unix|QA|Java|Database design,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Big Data Developer,Business requirements|Software engineering|Apache Hadoop|Apache HTTP Server,Roll the Dice Inc.,New York,NY,"40.7127837,-74.0059413"
UX Developer,UI|UI|UX,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
SharePoint Developer,SQL|Microsoft Windows|QA|Content management|Microsoft Outlook|SDLC|Lifecycle management|Programming|ASP|HTTP|HTML|Telecommunications,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Electronic commerce|Linux administration|Unix|Java|QA,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
Database Developer,ASP|QA|JavaScript|Architecture|Specification|Business requirements|SOAP|Consulting|SQL,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,UPS|JavaScript|Programming|Linux administration,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,Web browsers|HTML|jQuery|J2EE|QA|Content management,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,Web development|QA|Programming|Development management|Internship,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
iOS Developer,Adobe Dreamweaver|Blueprint|Microsoft PowerPoint|Agile|CorelDRAW,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,QA|Project management|Knowledge management|Supervision|Test plans,Python code ninjas,New York,NY,"40.7127837,-74.0059413"
Java Developer,Java|JSON|Web services|API,Acme Inc,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Bootstrap|Eclipse|SQL|Java|Oracle WebLogic,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Oracle|IBM DB2|Microsoft Office|IBM|Visual Basic|Programming|Business requirements,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
